spec_mean,spec_median,spec_std,spec_skew,spec_kurt,iq_mean_ch1,iq_median_ch1,iq_std_ch1,iq_skew_ch1,iq_kurt_ch1,iq_dom_freq_ch1,iq_freq_var_ch1,iq_mean_ch2,iq_median_ch2,iq_std_ch2,iq_skew_ch2,iq_kurt_ch2,iq_dom_freq_ch2,iq_freq_var_ch2,snr,duty_cycle,label
6.730261e-11,0.000105149295,0.065465234,0.013334086107248039,0.002355950843201615,0.0076737916,0.008341046,0.7044473,-0.020209714293458945,0.01604351012327987,3095,1743.5945,-0.00012913789,0.0059501436,0.7114131,0.013000619900140255,-0.00887024263367131,2148,1789.2078,-18,1.0,0
-5.2750693e-11,-6.3351705e-05,0.06257181,0.0017512256433966675,0.032106754627916345,0.012376551,0.009334676,0.6745818,0.02036184977831705,0.02376952013282141,974,1601.1656,-0.00020480552,0.008812668,0.67781174,0.03383813549544161,0.08336749088260564,6463,1611.1113,-10,0.060546875,0
6.0936145e-11,-0.00033235113,0.06509594,0.04229723807555667,3.7268319853053535,0.00069700065,-0.0035325955,0.7016589,0.01302670140853307,0.05563153710963853,6902,2229.8538,-0.0028073294,-0.0012492526,0.7079425,-0.013068455438344902,0.007530696049605545,6902,2316.2332,-6,0.97576904,0
1.6370905e-11,-2.8556957e-05,0.06334263,0.15054904919698953,28.118204962893223,-0.009493029,-0.008165201,0.6799782,0.012711928723827134,0.8657606435870497,6916,3598.421,-0.007453669,-0.013293229,0.6904534,0.04308769163610012,0.8395944995334021,6916,3573.8633,0,0.86932373,0
-3.45608e-11,0.00014539012,0.05649937,-0.02005597942976893,6.912235990547776,-0.006364299,-0.0075157937,0.611992,-0.005669062210479899,0.3337668971121497,3460,1781.1719,-0.002259498,-0.0072908783,0.6103948,0.026689138578296138,0.3384162622793587,3460,1732.9875,0,0.49456787,0
-1.72804e-11,-3.7538e-05,0.059249893,-0.018351116435827233,3.7738558586473934,-0.0015288491,-0.00043138588,0.63748187,-0.021530454093485113,0.20621780778105414,4546,1712.9409,-0.0025187558,-0.0055909823,0.64205223,-0.0009210947994519874,0.17842063096001315,4481,1739.1835,-2,0.51885986,0
4.240519e-11,-1.2577912e-05,0.06606007,0.06656280144255396,30.624984181602372,0.00025652925,0.011014672,0.7122708,-0.026430784789023744,-0.014950299461352401,6149,6805.9146,-0.0003185072,0.006670953,0.70122814,-0.0056181338970994945,-0.006202399158583116,5513,6596.016,22,0.9940796,0
-3.4788172e-11,-1.3699864e-05,0.041051883,-0.21879050931463936,70.24998574872085,-0.0036149588,-0.0014583356,0.4420124,-0.030871276822256842,4.3461123780662225,2611,2583.8496,0.0014360311,0.0022931292,0.4462187,-0.00492484032791226,4.372768859726133,2761,2638.6978,24,0.3881836,0
4.5474735e-11,-1.9150726e-05,0.041293107,0.1982053096637208,18.091728884086404,0.0058404575,0.0010331406,0.44619757,-0.05786045461770379,3.4837309463609865,5624,1152.2584,0.0009914289,0.00018608356,0.44425997,-0.04564796663086116,3.328667229349378,2,1149.9668,4,0.14886475,0
2.910383e-11,0.0002129252,0.06531275,-0.004423774764501182,1.1989741171164274,-0.00641945,-0.005604765,0.7101078,-0.005861886458342438,-0.0010589492079278173,4110,1991.5022,-0.0047535594,-0.010903621,0.70414716,0.002825429477804143,-0.012927566629871823,3540,2006.4512,-6,0.99749756,0
-1.0913936e-11,3.9900922e-05,0.04922969,-0.35056009908021213,52.79152086378888,0.007888649,0.006376685,0.5273419,-0.16045178614979452,4.875730997155932,6875,1826.0416,-0.013226139,-0.013661403,0.5364249,0.1192561895503796,4.878767895991653,6874,1846.852,2,0.28704834,0
2.3646862e-11,0.00033805735,0.0646242,-0.02785116137931477,0.0012325064780140949,0.0034397333,-0.002597026,0.70733225,0.002218352171833395,0.016217963691287807,4908,1773.6866,-0.0023393687,-0.009144763,0.69426346,0.01264715120389051,-0.0129107755912643,7138,1683.7471,-16,0.3522339,0
-1.2732926e-11,0.00021373172,0.062900834,-0.0004940661472548592,0.27499751030870945,-0.0023117801,-3.9592935e-05,0.68862736,0.005932212511573609,0.03477023229655929,23,1729.5753,-0.0038369424,-0.0067201564,0.6806625,-0.03757899735912874,0.06900456979703362,4,1684.6088,-8,0.5363159,0
-4.5474735e-12,-4.5559813e-05,0.06586849,-0.09419881822222718,23.67056061212051,0.0009324777,-0.0024436337,0.7056445,-0.004979740714674626,-0.015676740952936363,1534,5491.1055,0.0011934583,-0.0001936377,0.7112169,-0.012163940307470205,-0.00391490695386576,1534,5592.368,10,1.0,0
4.7293724e-11,1.82514e-05,0.06428335,0.01583360785935523,0.6557489722729546,0.032241475,0.02932185,0.6811972,0.0006931324221296005,0.140682496013111,0,2393.2505,-0.033684153,-0.036773145,0.7217602,-0.0005771422057353026,0.10191817615795573,0,2679.8132,-12,0.8491821,0
-7.230483e-11,1.6152735e-05,0.06558748,-0.058224479040091814,34.10384303108709,-4.436342e-05,0.00027946036,0.7043147,-0.0019815334784469983,0.07785716317015012,5968,6740.9746,-0.00059457676,-0.0049447827,0.7112764,-0.002032120018065132,0.07067759731492451,5968,6878.4844,22,0.9990845,0
-2.7284841e-11,2.7541388e-05,0.05226892,-0.6469417192845829,64.57137958358342,-0.008553581,-0.009759776,0.5625341,0.06298983747367808,0.8187533009292101,6904,2765.441,-0.03363093,-0.04221367,0.5758874,0.10718667076351968,0.696683781748523,6904,2730.5205,4,0.51104736,0
6.002665e-11,1.8390956e-05,0.06535913,-0.044730352545004945,11.417439118128083,0.00306015,-0.0090802265,0.70454025,0.12270977368390844,3.2338760568521288,2681,2706.3794,-0.0004532542,0.011701455,0.7108279,-0.12183946283716972,2.6804999328575274,4173,2794.4712,-16,1.0,0
2.0008883e-11,-7.08664e-05,0.06433525,0.10505744197937825,18.16392309688331,-0.00073488103,0.0016996674,0.71699756,-0.052336446160637984,3.663732775093921,2664,2863.7478,0.0031496747,0.00039210392,0.67957014,0.005139434899521657,3.670212319961445,2664,2574.1147,-10,0.7355957,0
1.8644641e-11,5.2604955e-05,0.06537917,0.041999620660140916,31.175751740538203,-0.0029795207,-0.004380168,0.7165829,0.02013619215262663,0.02837110303565371,6015,6226.583,0.003650931,0.0013452219,0.70086575,0.020733542718718714,0.04640971792988102,6015,6225.791,14,0.9976196,0
-2.2737368e-11,-0.00016556043,0.043455563,-0.03620509131918118,5.345428865841775,0.0028335091,-0.0015067025,0.4700796,-0.0021007246495315306,0.44490098696860825,2867,838.81055,-0.005163256,-0.0036992158,0.4706975,0.00457906899616647,0.282545501325131,2462,826.07635,2,0.08831787,0
-1.0459189e-11,-1.9170606e-05,0.06601272,-0.34980058664218505,33.26532476707781,0.0009974558,0.0021839384,0.71163464,0.0010815184314305684,-0.055887706730412656,6424,6585.035,-0.0012657095,-0.0036843028,0.70425314,0.0058129800910677225,-0.04582691185310184,6424,6352.454,16,0.99920654,0
-3.637979e-12,-0.00015355287,0.064474724,0.12535515237242195,50.63539446704139,-0.0057344013,-0.004476556,0.6906097,0.0022088198841007946,-0.12657716564117116,6902,4696.7515,-0.0013533991,-0.0014859899,0.70059043,0.008309527183731055,-0.16671165884970085,6902,4901.035,4,0.9401245,0
2.9558578e-12,3.1639652e-06,0.021088421,-1.0002131467595108,273.9183187964075,-0.0017696929,-0.0019857888,0.21913189,0.573318252122253,31.4027277554734,5468,545.9106,0.00069790246,-0.009656223,0.23717687,0.7941784113829219,23.451632105613985,5468,512.458,18,0.08666992,0
-1.6370905e-11,-6.955277e-05,0.064425305,-0.00543269183397733,1.5863506845667512,0.024776172,0.025223278,0.6765318,-0.009082316948638265,0.0015424608634408976,3,2559.4976,-0.0084818555,-0.0062280553,0.72572744,-0.006106891564049886,0.06032209022621782,3951,2938.3037,-6,0.94244385,0
3.6379788e-11,5.6222158e-05,0.061163936,0.008558214714277052,26.95489304385067,0.015630296,0.01547748,0.6847184,-0.013825215700833667,0.27771145264061614,159,5361.1953,0.006988731,0.009542597,0.6869988,0.0007704614151483597,0.28011988376880614,47,5423.8984,10,0.93182373,0
2.262368e-11,1.4290083e-05,0.06250062,0.16039022172087375,33.252687869277594,0.0003369499,0.0021635038,0.6743275,-0.00037631187645043956,0.3807566626564505,3521,6276.672,-0.00027936857,0.0005371664,0.66508865,0.003816028285592308,0.3867712507284575,3521,6103.9326,28,0.8935547,0
9.890755e-12,4.5138597e-05,0.027461534,-1.3942572654532066,211.03033975917174,0.00056790176,0.00075315754,0.29400444,-0.1298854077684546,14.365098915786522,5126,1001.8888,-0.00023748177,0.0001734753,0.2977372,0.22146819002873966,14.483421564992767,4903,1030.4895,20,0.16296387,0
